dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1885-08-01,13.652,1.115,Antofagasta,Chile,23.31S,70.78W
1885-09-01,14.486,1.281,Antofagasta,Chile,23.31S,70.78W
1885-10-01,13.573,1.067,Antofagasta,Chile,23.31S,70.78W
1885-11-01,15.345,1.237,Antofagasta,Chile,23.31S,70.78W
1885-12-01,16.254,1.3159999999999998,Antofagasta,Chile,23.31S,70.78W
1886-01-01,17.962,1.025,Antofagasta,Chile,23.31S,70.78W
1886-02-01,18.102,1.45,Antofagasta,Chile,23.31S,70.78W
1886-03-01,17.619,1.272,Antofagasta,Chile,23.31S,70.78W
1886-04-01,15.523,1.245,Antofagasta,Chile,23.31S,70.78W
1886-05-01,14.773,0.922,Antofagasta,Chile,23.31S,70.78W
1886-06-01,13.488,1.242,Antofagasta,Chile,23.31S,70.78W
1886-07-01,13.058,0.953,Antofagasta,Chile,23.31S,70.78W
1886-08-01,12.977,0.86,Antofagasta,Chile,23.31S,70.78W
1886-09-01,13.27,1.1540000000000001,Antofagasta,Chile,23.31S,70.78W
1886-10-01,13.449000000000002,1.133,Antofagasta,Chile,23.31S,70.78W
1886-11-01,14.716,1.11,Antofagasta,Chile,23.31S,70.78W
1886-12-01,16.891000000000002,1.5830000000000002,Antofagasta,Chile,23.31S,70.78W
1887-01-01,17.29,1.305,Antofagasta,Chile,23.31S,70.78W
1887-02-01,17.915999999999997,1.517,Antofagasta,Chile,23.31S,70.78W
1887-03-01,17.704,1.265,Antofagasta,Chile,23.31S,70.78W
1887-04-01,15.954,1.232,Antofagasta,Chile,23.31S,70.78W
1887-05-01,15.110999999999999,1.369,Antofagasta,Chile,23.31S,70.78W
1887-06-01,15.952,1.419,Antofagasta,Chile,23.31S,70.78W
1887-07-01,14.541,1.389,Antofagasta,Chile,23.31S,70.78W
1887-08-01,15.725999999999999,1.36,Antofagasta,Chile,23.31S,70.78W
1887-09-01,13.871,1.422,Antofagasta,Chile,23.31S,70.78W
1887-10-01,13.51,1.23,Antofagasta,Chile,23.31S,70.78W
1887-11-01,14.777,1.3980000000000001,Antofagasta,Chile,23.31S,70.78W
1887-12-01,16.11,1.4480000000000002,Antofagasta,Chile,23.31S,70.78W
1888-01-01,18.647000000000002,1.725,Antofagasta,Chile,23.31S,70.78W
1888-02-01,18.868,1.278,Antofagasta,Chile,23.31S,70.78W
1888-03-01,17.458000000000002,1.26,Antofagasta,Chile,23.31S,70.78W
1888-04-01,16.576,1.288,Antofagasta,Chile,23.31S,70.78W
1888-05-01,14.773,1.385,Antofagasta,Chile,23.31S,70.78W
1888-06-01,13.745,1.819,Antofagasta,Chile,23.31S,70.78W
1888-07-01,15.224,1.455,Antofagasta,Chile,23.31S,70.78W
1888-08-01,14.244000000000002,1.3259999999999998,Antofagasta,Chile,23.31S,70.78W
1888-09-01,14.543,1.518,Antofagasta,Chile,23.31S,70.78W
1888-10-01,13.362,1.4609999999999999,Antofagasta,Chile,23.31S,70.78W
1888-11-01,15.087000000000002,1.393,Antofagasta,Chile,23.31S,70.78W
1888-12-01,16.708000000000002,1.3869999999999998,Antofagasta,Chile,23.31S,70.78W
1889-01-01,17.301,1.232,Antofagasta,Chile,23.31S,70.78W
1889-02-01,18.261,1.2919999999999998,Antofagasta,Chile,23.31S,70.78W
1889-03-01,17.781000000000006,1.242,Antofagasta,Chile,23.31S,70.78W
1889-04-01,15.555,1.348,Antofagasta,Chile,23.31S,70.78W
1889-05-01,15.335,1.2409999999999999,Antofagasta,Chile,23.31S,70.78W
1889-06-01,14.645,1.186,Antofagasta,Chile,23.31S,70.78W
1889-07-01,14.192,1.28,Antofagasta,Chile,23.31S,70.78W
1889-08-01,12.630999999999998,1.3230000000000002,Antofagasta,Chile,23.31S,70.78W
1889-09-01,13.187000000000001,1.197,Antofagasta,Chile,23.31S,70.78W
1889-10-01,13.501,1.1079999999999999,Antofagasta,Chile,23.31S,70.78W
1889-11-01,13.728000000000002,1.472,Antofagasta,Chile,23.31S,70.78W
1889-12-01,15.966,1.49,Antofagasta,Chile,23.31S,70.78W
1890-01-01,17.247999999999998,1.341,Antofagasta,Chile,23.31S,70.78W
1890-02-01,18.109,1.3730000000000002,Antofagasta,Chile,23.31S,70.78W
1890-03-01,16.971,1.409,Antofagasta,Chile,23.31S,70.78W
1890-04-01,16.643,1.247,Antofagasta,Chile,23.31S,70.78W
1890-05-01,14.552,1.315,Antofagasta,Chile,23.31S,70.78W
1890-06-01,13.958,1.328,Antofagasta,Chile,23.31S,70.78W
1890-07-01,14.271999999999998,1.6269999999999998,Antofagasta,Chile,23.31S,70.78W
1890-08-01,12.667,1.337,Antofagasta,Chile,23.31S,70.78W
1890-09-01,12.890999999999998,1.3530000000000002,Antofagasta,Chile,23.31S,70.78W
1890-10-01,13.884,1.137,Antofagasta,Chile,23.31S,70.78W
1890-11-01,15.39,1.403,Antofagasta,Chile,23.31S,70.78W
1890-12-01,16.756,1.251,Antofagasta,Chile,23.31S,70.78W
1891-01-01,17.244,1.3319999999999999,Antofagasta,Chile,23.31S,70.78W
1891-02-01,18.859,1.5519999999999998,Antofagasta,Chile,23.31S,70.78W
1891-03-01,17.837000000000003,1.18,Antofagasta,Chile,23.31S,70.78W
1891-04-01,16.239,1.6230000000000002,Antofagasta,Chile,23.31S,70.78W
1891-05-01,15.502,1.531,Antofagasta,Chile,23.31S,70.78W
1891-06-01,14.957,1.2670000000000001,Antofagasta,Chile,23.31S,70.78W
1891-07-01,13.959000000000001,1.483,Antofagasta,Chile,23.31S,70.78W
1891-08-01,14.162,1.4140000000000001,Antofagasta,Chile,23.31S,70.78W
1891-09-01,13.777000000000001,1.643,Antofagasta,Chile,23.31S,70.78W
1891-10-01,13.427,1.131,Antofagasta,Chile,23.31S,70.78W
1891-11-01,14.235999999999999,1.123,Antofagasta,Chile,23.31S,70.78W
1891-12-01,15.859000000000002,1.473,Antofagasta,Chile,23.31S,70.78W
1892-01-01,18.0,1.6669999999999998,Antofagasta,Chile,23.31S,70.78W
1892-02-01,19.014,1.205,Antofagasta,Chile,23.31S,70.78W
1892-03-01,17.351000000000006,1.338,Antofagasta,Chile,23.31S,70.78W
1892-04-01,15.859000000000002,1.2009999999999998,Antofagasta,Chile,23.31S,70.78W
1892-05-01,14.571,1.195,Antofagasta,Chile,23.31S,70.78W
1892-06-01,13.683,1.308,Antofagasta,Chile,23.31S,70.78W
1892-07-01,13.975,1.253,Antofagasta,Chile,23.31S,70.78W
1892-08-01,12.697,1.212,Antofagasta,Chile,23.31S,70.78W
1892-09-01,13.189,1.19,Antofagasta,Chile,23.31S,70.78W
1892-10-01,13.475,1.2209999999999999,Antofagasta,Chile,23.31S,70.78W
1892-11-01,14.524,1.245,Antofagasta,Chile,23.31S,70.78W
1892-12-01,16.188000000000002,1.3730000000000002,Antofagasta,Chile,23.31S,70.78W
1893-01-01,17.612000000000002,1.4980000000000002,Antofagasta,Chile,23.31S,70.78W
1893-02-01,17.846999999999994,1.253,Antofagasta,Chile,23.31S,70.78W
1893-03-01,17.702,1.1320000000000001,Antofagasta,Chile,23.31S,70.78W
1893-04-01,15.796,0.878,Antofagasta,Chile,23.31S,70.78W
1893-05-01,14.546,1.097,Antofagasta,Chile,23.31S,70.78W
1893-06-01,12.892999999999999,1.59,Antofagasta,Chile,23.31S,70.78W
1893-07-01,14.875,1.1320000000000001,Antofagasta,Chile,23.31S,70.78W
1893-08-01,12.725,0.9259999999999999,Antofagasta,Chile,23.31S,70.78W
1893-09-01,12.535,1.214,Antofagasta,Chile,23.31S,70.78W
1893-10-01,13.599,1.242,Antofagasta,Chile,23.31S,70.78W
1893-11-01,14.450999999999999,1.018,Antofagasta,Chile,23.31S,70.78W
1893-12-01,17.688000000000006,1.505,Antofagasta,Chile,23.31S,70.78W
1894-01-01,17.639,1.3780000000000001,Antofagasta,Chile,23.31S,70.78W
1894-02-01,18.836,1.196,Antofagasta,Chile,23.31S,70.78W
1894-03-01,17.531000000000002,1.4609999999999999,Antofagasta,Chile,23.31S,70.78W
1894-04-01,15.96,1.496,Antofagasta,Chile,23.31S,70.78W
1894-05-01,15.790999999999999,1.168,Antofagasta,Chile,23.31S,70.78W
1894-06-01,14.050999999999998,1.3630000000000002,Antofagasta,Chile,23.31S,70.78W
1894-07-01,14.277000000000001,1.131,Antofagasta,Chile,23.31S,70.78W
1894-08-01,13.388,1.198,Antofagasta,Chile,23.31S,70.78W
1894-09-01,13.007,1.18,Antofagasta,Chile,23.31S,70.78W
1894-10-01,13.434000000000001,1.236,Antofagasta,Chile,23.31S,70.78W
1894-11-01,15.244000000000002,1.043,Antofagasta,Chile,23.31S,70.78W
1894-12-01,16.475,1.199,Antofagasta,Chile,23.31S,70.78W
1895-01-01,16.948,1.535,Antofagasta,Chile,23.31S,70.78W
1895-02-01,18.331,1.133,Antofagasta,Chile,23.31S,70.78W
1895-03-01,17.982000000000006,1.265,Antofagasta,Chile,23.31S,70.78W
1895-04-01,16.563,1.264,Antofagasta,Chile,23.31S,70.78W
1895-05-01,15.368,1.214,Antofagasta,Chile,23.31S,70.78W
1895-06-01,15.652000000000001,1.3459999999999999,Antofagasta,Chile,23.31S,70.78W
1895-07-01,15.167,1.217,Antofagasta,Chile,23.31S,70.78W
1895-08-01,14.671,1.273,Antofagasta,Chile,23.31S,70.78W
1895-09-01,13.671,1.139,Antofagasta,Chile,23.31S,70.78W
1895-10-01,13.757,1.078,Antofagasta,Chile,23.31S,70.78W
1895-11-01,14.380999999999998,1.181,Antofagasta,Chile,23.31S,70.78W
1895-12-01,16.811,1.21,Antofagasta,Chile,23.31S,70.78W
1896-01-01,17.95,1.185,Antofagasta,Chile,23.31S,70.78W
1896-02-01,18.362000000000002,1.104,Antofagasta,Chile,23.31S,70.78W
1896-03-01,17.684,1.0859999999999999,Antofagasta,Chile,23.31S,70.78W
1896-04-01,16.172,1.197,Antofagasta,Chile,23.31S,70.78W
1896-05-01,16.523,1.261,Antofagasta,Chile,23.31S,70.78W
1896-06-01,15.354000000000001,1.8559999999999999,Antofagasta,Chile,23.31S,70.78W
1896-07-01,16.076999999999998,1.248,Antofagasta,Chile,23.31S,70.78W
1896-08-01,16.012999999999998,1.291,Antofagasta,Chile,23.31S,70.78W
1896-09-01,14.919,1.3090000000000002,Antofagasta,Chile,23.31S,70.78W
1896-10-01,14.34,1.083,Antofagasta,Chile,23.31S,70.78W
1896-11-01,15.064,1.072,Antofagasta,Chile,23.31S,70.78W
1896-12-01,16.464000000000002,1.287,Antofagasta,Chile,23.31S,70.78W
1897-01-01,17.322,1.307,Antofagasta,Chile,23.31S,70.78W
1897-02-01,19.103,1.149,Antofagasta,Chile,23.31S,70.78W
1897-03-01,18.678,1.165,Antofagasta,Chile,23.31S,70.78W
1897-04-01,17.189,1.173,Antofagasta,Chile,23.31S,70.78W
1897-05-01,16.457,1.2109999999999999,Antofagasta,Chile,23.31S,70.78W
1897-06-01,15.159,1.306,Antofagasta,Chile,23.31S,70.78W
1897-07-01,13.765,1.64,Antofagasta,Chile,23.31S,70.78W
1897-08-01,13.114,1.189,Antofagasta,Chile,23.31S,70.78W
1897-09-01,13.309000000000001,1.364,Antofagasta,Chile,23.31S,70.78W
1897-10-01,14.464,1.413,Antofagasta,Chile,23.31S,70.78W
1897-11-01,14.565,1.131,Antofagasta,Chile,23.31S,70.78W
1897-12-01,16.937,1.379,Antofagasta,Chile,23.31S,70.78W
1898-01-01,18.873,1.297,Antofagasta,Chile,23.31S,70.78W
1898-02-01,18.871,1.246,Antofagasta,Chile,23.31S,70.78W
1898-03-01,16.733,1.2329999999999999,Antofagasta,Chile,23.31S,70.78W
1898-04-01,15.81,0.919,Antofagasta,Chile,23.31S,70.78W
1898-05-01,15.243,0.977,Antofagasta,Chile,23.31S,70.78W
1898-06-01,15.538,1.839,Antofagasta,Chile,23.31S,70.78W
1898-07-01,13.749,0.893,Antofagasta,Chile,23.31S,70.78W
1898-08-01,13.073,1.043,Antofagasta,Chile,23.31S,70.78W
1898-09-01,12.771999999999998,0.8859999999999999,Antofagasta,Chile,23.31S,70.78W
1898-10-01,13.056,1.254,Antofagasta,Chile,23.31S,70.78W
1898-11-01,14.097999999999999,0.9359999999999999,Antofagasta,Chile,23.31S,70.78W
1898-12-01,16.073,0.9890000000000001,Antofagasta,Chile,23.31S,70.78W
1899-01-01,18.311,0.946,Antofagasta,Chile,23.31S,70.78W
1899-02-01,17.889,0.585,Antofagasta,Chile,23.31S,70.78W
1899-03-01,17.645000000000003,0.9990000000000001,Antofagasta,Chile,23.31S,70.78W
1899-04-01,17.457,0.648,Antofagasta,Chile,23.31S,70.78W
1899-05-01,16.153,0.9490000000000001,Antofagasta,Chile,23.31S,70.78W
1899-06-01,14.949000000000002,1.123,Antofagasta,Chile,23.31S,70.78W
1899-07-01,15.328,0.8540000000000001,Antofagasta,Chile,23.31S,70.78W
1899-08-01,14.437,0.863,Antofagasta,Chile,23.31S,70.78W
1899-09-01,13.837,0.866,Antofagasta,Chile,23.31S,70.78W
1899-10-01,13.68,0.988,Antofagasta,Chile,23.31S,70.78W
1899-11-01,14.995999999999999,0.565,Antofagasta,Chile,23.31S,70.78W
1899-12-01,16.797,0.581,Antofagasta,Chile,23.31S,70.78W
1900-01-01,18.547,0.732,Antofagasta,Chile,23.31S,70.78W
1900-02-01,19.528,0.838,Antofagasta,Chile,23.31S,70.78W
1900-03-01,19.133000000000006,0.6940000000000001,Antofagasta,Chile,23.31S,70.78W
1900-04-01,16.009,1.314,Antofagasta,Chile,23.31S,70.78W
1900-05-01,15.600999999999999,0.763,Antofagasta,Chile,23.31S,70.78W
1900-06-01,15.084000000000001,1.225,Antofagasta,Chile,23.31S,70.78W
1900-07-01,15.43,0.522,Antofagasta,Chile,23.31S,70.78W
1900-08-01,14.547,0.391,Antofagasta,Chile,23.31S,70.78W
1900-09-01,13.883,0.608,Antofagasta,Chile,23.31S,70.78W
1900-10-01,13.628,0.6709999999999999,Antofagasta,Chile,23.31S,70.78W
1900-11-01,15.149,0.6459999999999999,Antofagasta,Chile,23.31S,70.78W
1900-12-01,16.23,0.855,Antofagasta,Chile,23.31S,70.78W
1901-01-01,18.026,0.556,Antofagasta,Chile,23.31S,70.78W
1901-02-01,18.43,1.127,Antofagasta,Chile,23.31S,70.78W
1901-03-01,16.988000000000003,0.42700000000000005,Antofagasta,Chile,23.31S,70.78W
1901-04-01,15.237,0.622,Antofagasta,Chile,23.31S,70.78W
1901-05-01,14.798,0.68,Antofagasta,Chile,23.31S,70.78W
1901-06-01,15.124,0.691,Antofagasta,Chile,23.31S,70.78W
1901-07-01,14.2,0.4,Antofagasta,Chile,23.31S,70.78W
1901-08-01,13.389,0.539,Antofagasta,Chile,23.31S,70.78W
1901-09-01,14.364,0.6729999999999999,Antofagasta,Chile,23.31S,70.78W
1901-10-01,14.078,0.41,Antofagasta,Chile,23.31S,70.78W
1901-11-01,15.23,0.693,Antofagasta,Chile,23.31S,70.78W
1901-12-01,16.623,0.63,Antofagasta,Chile,23.31S,70.78W
1902-01-01,18.382,0.987,Antofagasta,Chile,23.31S,70.78W
1902-02-01,19.298,1.107,Antofagasta,Chile,23.31S,70.78W
1902-03-01,18.102999999999998,0.629,Antofagasta,Chile,23.31S,70.78W
1902-04-01,16.866,0.8590000000000001,Antofagasta,Chile,23.31S,70.78W
1902-05-01,16.052,0.605,Antofagasta,Chile,23.31S,70.78W
1902-06-01,15.947000000000001,0.597,Antofagasta,Chile,23.31S,70.78W
1902-07-01,14.843,0.73,Antofagasta,Chile,23.31S,70.78W
1902-08-01,12.540999999999999,0.589,Antofagasta,Chile,23.31S,70.78W
1902-09-01,13.593,0.491,Antofagasta,Chile,23.31S,70.78W
1902-10-01,13.921,0.369,Antofagasta,Chile,23.31S,70.78W
1902-11-01,14.689,0.61,Antofagasta,Chile,23.31S,70.78W
1902-12-01,16.548000000000002,1.083,Antofagasta,Chile,23.31S,70.78W
1903-01-01,18.261,1.733,Antofagasta,Chile,23.31S,70.78W
1903-02-01,18.964000000000002,1.3519999999999999,Antofagasta,Chile,23.31S,70.78W
1903-03-01,18.605999999999998,0.879,Antofagasta,Chile,23.31S,70.78W
1903-04-01,16.363,0.565,Antofagasta,Chile,23.31S,70.78W
1903-05-01,15.054,1.141,Antofagasta,Chile,23.31S,70.78W
1903-06-01,14.617,1.3130000000000002,Antofagasta,Chile,23.31S,70.78W
1903-07-01,13.638,1.052,Antofagasta,Chile,23.31S,70.78W
1903-08-01,13.505999999999998,1.2309999999999999,Antofagasta,Chile,23.31S,70.78W
1903-09-01,14.002,0.863,Antofagasta,Chile,23.31S,70.78W
1903-10-01,13.192,0.7829999999999999,Antofagasta,Chile,23.31S,70.78W
1903-11-01,13.593,1.6369999999999998,Antofagasta,Chile,23.31S,70.78W
1903-12-01,15.189000000000002,1.365,Antofagasta,Chile,23.31S,70.78W
1904-01-01,18.063,1.015,Antofagasta,Chile,23.31S,70.78W
1904-02-01,18.344,0.912,Antofagasta,Chile,23.31S,70.78W
1904-03-01,17.053,1.3519999999999999,Antofagasta,Chile,23.31S,70.78W
1904-04-01,15.604000000000001,1.9169999999999998,Antofagasta,Chile,23.31S,70.78W
1904-05-01,15.885,1.835,Antofagasta,Chile,23.31S,70.78W
1904-06-01,15.120999999999999,1.885,Antofagasta,Chile,23.31S,70.78W
1904-07-01,15.085,1.7790000000000001,Antofagasta,Chile,23.31S,70.78W
1904-08-01,14.472999999999999,1.841,Antofagasta,Chile,23.31S,70.78W
1904-09-01,14.275,1.855,Antofagasta,Chile,23.31S,70.78W
1904-10-01,13.947000000000001,0.687,Antofagasta,Chile,23.31S,70.78W
1904-11-01,14.663,0.524,Antofagasta,Chile,23.31S,70.78W
1904-12-01,16.119,0.9309999999999999,Antofagasta,Chile,23.31S,70.78W
1905-01-01,18.082,1.025,Antofagasta,Chile,23.31S,70.78W
1905-02-01,19.334,1.632,Antofagasta,Chile,23.31S,70.78W
1905-03-01,18.632,0.574,Antofagasta,Chile,23.31S,70.78W
1905-04-01,16.756,0.452,Antofagasta,Chile,23.31S,70.78W
1905-05-01,16.580000000000002,1.178,Antofagasta,Chile,23.31S,70.78W
1905-06-01,16.08,0.785,Antofagasta,Chile,23.31S,70.78W
1905-07-01,15.271,1.2919999999999998,Antofagasta,Chile,23.31S,70.78W
1905-08-01,13.948,1.158,Antofagasta,Chile,23.31S,70.78W
1905-09-01,13.978,1.974,Antofagasta,Chile,23.31S,70.78W
1905-10-01,14.181,1.811,Antofagasta,Chile,23.31S,70.78W
1905-11-01,15.005999999999998,0.688,Antofagasta,Chile,23.31S,70.78W
1905-12-01,15.89,1.036,Antofagasta,Chile,23.31S,70.78W
1906-01-01,17.548,1.755,Antofagasta,Chile,23.31S,70.78W
1906-02-01,19.466,2.755,Antofagasta,Chile,23.31S,70.78W
1906-03-01,18.232000000000006,1.3359999999999999,Antofagasta,Chile,23.31S,70.78W
1906-04-01,17.297,0.8220000000000001,Antofagasta,Chile,23.31S,70.78W
1906-05-01,16.397000000000002,0.8370000000000001,Antofagasta,Chile,23.31S,70.78W
1906-06-01,15.421,1.953,Antofagasta,Chile,23.31S,70.78W
1906-07-01,14.547,1.939,Antofagasta,Chile,23.31S,70.78W
1906-08-01,14.122,1.53,Antofagasta,Chile,23.31S,70.78W
1906-09-01,13.328,0.37200000000000005,Antofagasta,Chile,23.31S,70.78W
1906-10-01,13.61,0.435,Antofagasta,Chile,23.31S,70.78W
1906-11-01,14.839,0.821,Antofagasta,Chile,23.31S,70.78W
1906-12-01,15.888000000000002,1.088,Antofagasta,Chile,23.31S,70.78W
1907-01-01,18.189,1.194,Antofagasta,Chile,23.31S,70.78W
1907-02-01,18.892,0.892,Antofagasta,Chile,23.31S,70.78W
1907-03-01,17.999000000000006,0.5770000000000001,Antofagasta,Chile,23.31S,70.78W
1907-04-01,16.439,0.884,Antofagasta,Chile,23.31S,70.78W
1907-05-01,15.695,0.882,Antofagasta,Chile,23.31S,70.78W
1907-06-01,14.879000000000001,0.736,Antofagasta,Chile,23.31S,70.78W
1907-07-01,14.248,1.183,Antofagasta,Chile,23.31S,70.78W
1907-08-01,13.435,0.884,Antofagasta,Chile,23.31S,70.78W
1907-09-01,13.295,0.639,Antofagasta,Chile,23.31S,70.78W
1907-10-01,13.614,0.424,Antofagasta,Chile,23.31S,70.78W
1907-11-01,15.106000000000002,1.172,Antofagasta,Chile,23.31S,70.78W
1907-12-01,16.704,2.023,Antofagasta,Chile,23.31S,70.78W
1908-01-01,18.614,0.8190000000000001,Antofagasta,Chile,23.31S,70.78W
1908-02-01,18.778,1.3419999999999999,Antofagasta,Chile,23.31S,70.78W
1908-03-01,18.662000000000006,2.1790000000000003,Antofagasta,Chile,23.31S,70.78W
1908-04-01,16.015,1.564,Antofagasta,Chile,23.31S,70.78W
1908-05-01,15.334000000000001,1.6059999999999999,Antofagasta,Chile,23.31S,70.78W
1908-06-01,14.93,0.87,Antofagasta,Chile,23.31S,70.78W
1908-07-01,15.425999999999998,0.725,Antofagasta,Chile,23.31S,70.78W
1908-08-01,14.379,0.978,Antofagasta,Chile,23.31S,70.78W
1908-09-01,13.449000000000002,0.47,Antofagasta,Chile,23.31S,70.78W
1908-10-01,13.5,0.515,Antofagasta,Chile,23.31S,70.78W
1908-11-01,14.495999999999999,0.8420000000000001,Antofagasta,Chile,23.31S,70.78W
1908-12-01,15.735999999999999,0.6559999999999999,Antofagasta,Chile,23.31S,70.78W
1909-01-01,18.243,0.638,Antofagasta,Chile,23.31S,70.78W
1909-02-01,17.974999999999994,1.093,Antofagasta,Chile,23.31S,70.78W
1909-03-01,17.783,0.39399999999999996,Antofagasta,Chile,23.31S,70.78W
1909-04-01,16.572,0.392,Antofagasta,Chile,23.31S,70.78W
1909-05-01,15.269,0.519,Antofagasta,Chile,23.31S,70.78W
1909-06-01,14.205,1.494,Antofagasta,Chile,23.31S,70.78W
1909-07-01,13.111999999999998,1.794,Antofagasta,Chile,23.31S,70.78W
1909-08-01,13.145,0.698,Antofagasta,Chile,23.31S,70.78W
1909-09-01,13.744000000000002,0.604,Antofagasta,Chile,23.31S,70.78W
1909-10-01,14.308,0.49700000000000005,Antofagasta,Chile,23.31S,70.78W
1909-11-01,15.104,0.45299999999999996,Antofagasta,Chile,23.31S,70.78W
1909-12-01,15.989,1.6369999999999998,Antofagasta,Chile,23.31S,70.78W
1910-01-01,17.663999999999994,1.838,Antofagasta,Chile,23.31S,70.78W
1910-02-01,17.976,1.734,Antofagasta,Chile,23.31S,70.78W
1910-03-01,17.004,1.443,Antofagasta,Chile,23.31S,70.78W
1910-04-01,16.07,0.836,Antofagasta,Chile,23.31S,70.78W
1910-05-01,15.514,0.523,Antofagasta,Chile,23.31S,70.78W
1910-06-01,14.732999999999999,0.789,Antofagasta,Chile,23.31S,70.78W
1910-07-01,14.493,0.6779999999999999,Antofagasta,Chile,23.31S,70.78W
1910-08-01,14.185,1.385,Antofagasta,Chile,23.31S,70.78W
1910-09-01,13.507,1.835,Antofagasta,Chile,23.31S,70.78W
1910-10-01,14.089,2.036,Antofagasta,Chile,23.31S,70.78W
1910-11-01,15.565999999999999,0.764,Antofagasta,Chile,23.31S,70.78W
1910-12-01,16.378,1.5719999999999998,Antofagasta,Chile,23.31S,70.78W
1911-01-01,18.054000000000002,0.672,Antofagasta,Chile,23.31S,70.78W
1911-02-01,18.38,0.639,Antofagasta,Chile,23.31S,70.78W
1911-03-01,17.198,0.629,Antofagasta,Chile,23.31S,70.78W
1911-04-01,16.075,0.449,Antofagasta,Chile,23.31S,70.78W
1911-05-01,15.8,0.741,Antofagasta,Chile,23.31S,70.78W
1911-06-01,14.673,0.539,Antofagasta,Chile,23.31S,70.78W
1911-07-01,14.225,0.509,Antofagasta,Chile,23.31S,70.78W
1911-08-01,13.475,0.568,Antofagasta,Chile,23.31S,70.78W
1911-09-01,13.608,0.452,Antofagasta,Chile,23.31S,70.78W
1911-10-01,13.952,0.531,Antofagasta,Chile,23.31S,70.78W
1911-11-01,15.687999999999999,0.6559999999999999,Antofagasta,Chile,23.31S,70.78W
1911-12-01,17.464000000000002,0.8290000000000001,Antofagasta,Chile,23.31S,70.78W
1912-01-01,18.267,0.546,Antofagasta,Chile,23.31S,70.78W
1912-02-01,19.405,0.757,Antofagasta,Chile,23.31S,70.78W
1912-03-01,18.87,0.804,Antofagasta,Chile,23.31S,70.78W
1912-04-01,16.293,1.982,Antofagasta,Chile,23.31S,70.78W
1912-05-01,16.153,0.418,Antofagasta,Chile,23.31S,70.78W
1912-06-01,15.414000000000001,0.611,Antofagasta,Chile,23.31S,70.78W
1912-07-01,14.851,1.026,Antofagasta,Chile,23.31S,70.78W
1912-08-01,14.552,1.11,Antofagasta,Chile,23.31S,70.78W
1912-09-01,14.663,0.8109999999999999,Antofagasta,Chile,23.31S,70.78W
1912-10-01,15.323,1.145,Antofagasta,Chile,23.31S,70.78W
1912-11-01,15.133,0.466,Antofagasta,Chile,23.31S,70.78W
1912-12-01,17.835,1.235,Antofagasta,Chile,23.31S,70.78W
1913-01-01,19.129,1.2930000000000001,Antofagasta,Chile,23.31S,70.78W
1913-02-01,19.766,1.012,Antofagasta,Chile,23.31S,70.78W
1913-03-01,18.139000000000006,0.855,Antofagasta,Chile,23.31S,70.78W
1913-04-01,16.982,0.415,Antofagasta,Chile,23.31S,70.78W
1913-05-01,16.066,0.516,Antofagasta,Chile,23.31S,70.78W
1913-06-01,15.331,1.082,Antofagasta,Chile,23.31S,70.78W
1913-07-01,14.985,1.851,Antofagasta,Chile,23.31S,70.78W
1913-08-01,14.258,1.4609999999999999,Antofagasta,Chile,23.31S,70.78W
1913-09-01,14.085999999999999,0.419,Antofagasta,Chile,23.31S,70.78W
1913-10-01,14.429,0.662,Antofagasta,Chile,23.31S,70.78W
1913-11-01,15.433000000000002,0.67,Antofagasta,Chile,23.31S,70.78W
1913-12-01,16.326,0.545,Antofagasta,Chile,23.31S,70.78W
1914-01-01,18.74,0.875,Antofagasta,Chile,23.31S,70.78W
1914-02-01,19.211,0.875,Antofagasta,Chile,23.31S,70.78W
1914-03-01,17.896,0.789,Antofagasta,Chile,23.31S,70.78W
1914-04-01,16.151,0.618,Antofagasta,Chile,23.31S,70.78W
1914-05-01,16.02,0.635,Antofagasta,Chile,23.31S,70.78W
1914-06-01,15.607000000000001,0.6579999999999999,Antofagasta,Chile,23.31S,70.78W
1914-07-01,15.492,0.515,Antofagasta,Chile,23.31S,70.78W
